conceptId;Engelse beschrijving;Vertalingen;conceptId;snomedBeVertaling
56833008;Office endometrial curettage;Office endometrium curettage;56833008;ambulante endometriale curettage
57271003;Extraperitoneal cesarean section;Extraperitoneale keizersnede;57271003;extraperitoneale keizersnede
57551006;Iridotasis;Iridotasis;57551006;iridoasis
57561004;Osteotomy of calcaneus;Osteotomie van calcaneus;57561004;osteotomie van de calcaneus
58090001;Pancreaticocystoenterostomy;Pancreaticocystoenterostomy;58090001;pancreaticocystoenterostomie
58515002;Cryoleucotomy;Cryoleucotomy;58515002;cryoleucotomie
58889009;Laserpexy;Laserpexy;58889009;laserpexie
58985002;Cauterization of vulva;Cauterisatie van de vulva;58985002;Cauterisatie van vulva
59230000;Removal of valve of vas deferens;Verwijdering van klep vas deferens;59230000;verwijderen klep vas deferens
59912004;Pancreaticoduodenostomy;Pancreaticoduodenostomy;59912004;pancreatico-duodenostomie
60041003;Laryngopharyngectomy;laryngofaryngectomie;60041003;laryngofaryngectomie
60177007;Mechanical vitrectomy;mechanische vitrectomie;60177007;mechanische vitrectomie
60465006;Permanent gastrostomy;permanente gastrostomie;60465006;permanente gastrostomie
60809008;Biopsy of clitoris;Biopsie van clitoris;60809008;biopsie van de clitoris
60892005;Jejunojejunostomy;Jejunojejunostomy;60892005;jejuno-jejunostomie
61151005;Cholecystopancreatostomy;Cholecystopancreatostomy;61151005;cholecysto-pancreaticostomie
61303007;Open tenotomy of iliopsoas;Open tenotomie van iliopsoas;61303007;open tenotomie van de iliopsoas
61328004;Gastroduodenoscopy;gastroduodenoscopie;61328004;gastro-duodenoscopie
61732007;Trephine sclerectomy;trephine sclerectomy;61732007;sclerectomie met trepaan
61735009;Hepatoduodenostomy;Hepatoduodenostomy;61735009;hepato-duodenostomoie
61829000;Curettage of muscle;Curettage spier;61829000;curettage van spier
62409009;Foraminotomy;foraminotomie;62409009;foraminotomie
62726004;Fetal clavicotomy;foetale clavicotomy;62726004;claviculotomie bij foetus
62843007;Manipulation of lung;Manipulatie van long;62843007;manipulatie van long
63104000;Osteoclasis of patella;Osteoclasis van patella;63104000;osteoclasie van de patella
63296004;Excision of aorta;Excisie van aorta;63296004;excisie van de aorta
63313009;Lumbar sympathetic ganglionectomy;Lumbale sympathische ganglionectomy;63313009;lumbale sympathische ganglionectomiçe
63389004;Drainage of bursa;Drainage van bursa;63389004;drainage van de bursa
63699002;Renoportal anastomosis;Renoportal anastomose;63699002;reno-portale anastomose
63933000;Ventriculostomy;ventriculostomie;63933000;ventriculostomie
64063003;Radical cystectomy;radicale cystectomie;64063003;radicale cystectomie
64562004;Hysterotrachelorrhaphy;Hysterotrachelorrhaphy;64562004;hysterotrachelorraphie
64608008;Excision of ascending aorta;Excisie van aorta ascendens;64608008;excisie van aorta ascendens
64656002;Ventriculomyocardiotomy;Ventriculomyocardiotomy;64656002;ventriculomyocardiotomie
64663002;Prostatic massage;prostaat massage;64663002;prostaatmassage
65310005;Vagotomy;vagotomie;65310005;vagotomie
66226002;Extraction of after cataract with capsulotomy;Extractie van na cataract met capsulotomie;66226002;verwijderen van nasaar door capsulotomie
66478002;Total laryngectomy;totale laryngectomie;66478002;totale laryngectomie
66542005;Zonulolysis with lens extraction;Zonulolysis met lensextractie;66542005;zonulolyse met lensextractie
66633009;Nephrocystanastomosis;Nephrocystanastomosis;66633009;nefrocystanastomose
66943005;Ureterectomy with bladder cuff;Ureterectomie met blaas cuff;66943005;ureterectomie met blaascuff
67212000;Ileocystoplasty;Ileocystoplasty;67212000;ileocystoplastie
67354000;Removal of lumbosubarachnoid shunt;Verwijdering van lumbosubarachnoid shunt;67354000;verwijderen van een lumbosubarachnoïdale shunt
67598001;Retropubic prostatectomy;retropubische prostatectomie;67598001;retropubische prostatectomie
67706006;Pancreatolithotomy;Pancreatolithotomy;67706006;pancreaticolithotomie
68011001;Clitoridotomy;Clitoridotomy;68011001;clitoridotomie
68275008;Temporary suture of anus;Tijdelijke hechting van de anus;68275008;tijdelijk sluiten van de anus
68287001;Closed atrial septostomy;Gesloten atriale septostomie;68287001;gesloten atriale septostomie
69130005;Stapedectomy;stapedectomie;69130005;stapedectomie
69171004;Excision of radial head;Excisie van radiuskop;69171004;excisie van de kop van de radius
69179002;Percutaneous arterial cutdown;Percutane arteri ë le cutdown;69179002;percutane arteriële cutdown
70031002;Oophorostomy;Oophorostomy;70031002;oöphorostomie
70172002;Ileoanal anastomosis;ileoanale anastomose;70172002;ileo-anale anastomose
70183006;Subcutaneous mastectomy;subcutane mastectomie;70183006;subcutane mastectomie / Webster
70627009;Myocardial resection;myocard resectie;70627009;myocardresectie
71827004;Choledochojejunostomy;choledochojejunostomie;71827004;choledocho-jejunostomie
71861002;Implantation;implantatie;71861002;implantatie
71861002;Implantation;implantatie;71861002;inbrengen
71861002;Implantation;implantatie;71861002;plaatsen
72091008;Myocutaneoosseous transplantation;Myocutaneoosseous transplantatie;72091008;Osteomyocutane flap
72193009;Cardiosplenopexy;Cardiosplenopexy;72193009;cardiosplenopexie
72577009;Excision of nipple;Excisie van tepel;72577009;excisie van de tepel
73021008;Pyeloileocutaneous anastomosis;Pyeloileocutaneous anastomose;73021008;ileal stal liesbreukherstel van pyélo en cutanée s
73570001;Dupuytren shoulder disarticulation;Dupuytren schouder exarticulatie;73570001;dupuytren schouderdesarticulatie
74854002;Cauterization of anus;Cauterisatie van de anus;74854002;cauterisatie van de anus
74878007;Bronchotracheal anastomosis;Bronchotracheal anastomose;74878007;bronchotracheale anastomose
75404005;Epiploectomy;Epiploectomy;75404005;epiploëctomie
75626002;Pallidoamygdalotomy;Pallidoamygdalotomy;75626002;pallido-amygdalotomie
75732000;Vitrectomy;vitrectomie;75732000;vitrectomie
75905004;Sigmoidoproctostomy;Sigmoidoproctostomy;75905004;sigmoiedo-proctostomie
76292006;Arthroplasty of carpals;Artroplastiek van carpals;76292006;arthroplastiek van carpale beenderen
76611008;Atherectomy by laser;Atherectomie door laser;76611008;laser atherectomie
76949005;Gonioscopy;gonioscopie;76949005;gonioscopie
76967003;Ileopancreatostomy;Ileopancreatostomy;76967003;ileo-pancreatische anastomose
76981001;Discogram;discogram;76981001;discografie
77539008;Pancreaticocystoduodenostomy;Pancreaticocystoduodenostomy;77539008;pancreatico-cysto-duodenostomie
77665000;Ventrohysteropexy;Ventrohysteropexy;77665000;ventrohysteropexie
77914005;Aspiration of tendon sheath;Aspiratie van peesschede;77914005;aspiratie van een peesschede
78121007;Direct laryngoscopy;directe laryngoscopie;78121007;directe laryngoscopie
78285005;Pleuropexy;Pleuropexy;78285005;pleuropexie
78384007;Omentectomy;omentectomie;78384007;omentectomie
78432000;Intravenous anesthesia;intraveneuze anesthesie;78432000;intraveneuze anesthesie
78611003;Z-plasty of epicanthus;Z - plasty van epicanthus;78611003;Z-plastie epicanthus
78646006;Ileoentectropy;Ileoentectropy;78646006;entectropie gastrectomtr
79170004;Ileoduodenotomy;Ileoduodenotomy;79170004;ileoduodenotomie
79583008;Intubation for gastric decompression;Intubatie voor maag decompressie;79583008;maagsonde voor maagdecompressie
79733001;Amputation above-knee;Amputatie boven de knie;79733001;bovenbeenamputatie
79950009;Lymphangiorrhaphy;Lymphangiorrhaphy;79950009;lymfangiografie
80021004;Clavicotomy;Clavicotomy;80021004;claviculotomie
80267006;Duodenoscopy;duodenoscopie;80267006;duodenoscopie
80772001;Hepatogastrostomy;Hepatogastrostomy;80772001;hepato-gastrostomie
80945002;Cystoproctostomy;Cystoproctostomy;80945002;cysto-proctostomie
81240005;Bunionectomy with arthrodesis;Bunionectomy met artrodese;81240005;bunionectomie met arthrodese
81404005;Transcanal tympanolysis;Transcanal tympanolysis;81404005;transmeatale tympanolyse
81516001;Partial nephrectomy;parti ë le nefrectomie;81516001;partiële nefrectomie
81849003;Pallidoansotomy;Pallidoansotomy;81849003;pallidoansotomie
81870009;Parotidectomy;parotidectomie;81870009;parotidectomie
82254000;Refixation;Refixation;82254000;heraanhechten
82269004;Cauterization of fallopian tube;Cauterisatie van de eileider;82269004;cauterisatie van eileider
82736000;Trabeculotomy;Trabeculotomy;82736000;trabeculotomie
82941002;Nasopharyngoscopy;Nasopharyngoscopy;82941002;nasofaryngoscopie
83065008;Metacarpocarpal arthrodesis;Metacarpocarpal artrodese;83065008;cmc -arthrodese
83101004;Laryngoesophagectomy;Laryngoesophagectomy;83101004;laryngo-oesofagectomie
83328003;Biopsy of umbilicus;Biopsie van navel;83328003;biopsie van de navel
83613005;Cardiopericardiopexy;Cardiopericardiopexy;83613005;cardiopericardiopexie
83868006;Iridocapsulectomy;Iridocapsulectomy;83868006;iridocapsulectomie
84041000;Bronchoscopy with bronchial dilation;Bronchoscopie met bronchiale dilatatie;84041000;bronchoscopie met dilatatie van bronchus
84510006;Temporary gastrostomy;tijdelijke gastrostomie;84510006;tijdelijke gastrostomie
84985001;Biopsy of perineum;Biopsie van perineum;84985001;perineum biopsie
85472003;Mesenteriopexy;Mesenteriopexy;85472003;mesenteropexie
85548006;Episiotomy;episiotomie;85548006;episiotomie
86273004;Biopsy;biopsie;86273004;biopsie
86481000;Laparotomy;laparotomie;86481000;laparotomie
87060004;Pallidotomy;pallidotomie;87060004;palliodotomie
87150006;Enterostomy;enterostomie;87150006;darmstoma
87677003;Resection of rectum;Resectie van rectum;87677003;rectumresectie
88908007;Rectal massage for levator spasm;Rectale massage voor levator spasme;88908007;rectale massage voor levatoren spasme
88916003;Anoscopy;anoscopie;88916003;anusscopie
89053004;Vaginal cesarean section;Vaginale keizersnede;89053004;vaginale keizersnede
89079008;Venotripsy;Venotripsy;89079008;venotripsie
89770003;Anal sphincterotomy;anale sfincterotomie;89770003;anale sfincterotomie
89915007;Malleostapediopexy;Malleostapediopexy;89915007;malleostapediopexie
90164007;Trabeculodialysis;Trabeculodialysis;90164007;trabeculodialyse
90976006;Endoscopy of jejunum;Endoscopie van jejunum;90976006;endoscopie van het jejunum
91625001;Selective vagotomy;selectieve vagotomie;91625001;selectieve vagotomie
103723005;Angioscopy;angioscopie;103723005;angioscopie
108152001;Lens incision;lens incisie;108152001;incisie van lens
108180004;Mediastinum excision;mediastinum excisie;108180004;excisie van mediastinum
112719001;Xiphoidectomy;Xiphoidectomy;112719001;xiphoidectomie
112737000;Biopsy of radius AND ulna;Biopsie van radius en ulna;112737000;biopsie van radius en ulna
112963003;Aspiration of cataract;Aspiratie van cataract;112963003;aspiratie van cataract
112976009;Excision of inner ear;Excisie van binnenoor;112976009;excisie van het binnenoor
115959002;Stereotactic radiosurgery;stereotactische radiochirurgie;115959002;stereotactische radiochirurgie
116140006;Total hysterectomy;totale hysterectomie;116140006;totale hysterectomie
116141005;Abdominal hysterectomy;abdominale hysterectomie;116141005;abdominale hysterectomie
116142003;Radical hysterectomy;radicale hysterectomie;116142003;radicale hysterectomie
116234005;Open biopsy of mediastinum;Open biopsie van mediastinum;116234005;open biopsie van het mediastinum
118659004;Tenosuspension;Tenosuspension;118659004;tenonsuspensie procedure
119256007;Carinal resection;Carinal resectie;119256007;resectie van carina
119283008;Open biopsy;Open biopsie;119283008;open biopsie
119284002;Biopsy of mediastinum;Biopsie van mediastinum;119284002;biopsie van het mediastinum
119608007;Pelvis incision;bekken incisie;119608007;incisie van het bekken
119613006;Pelvis closure;bekken sluiting;119613006;sluiten van het bekken
119644002;Shoulder manipulation;schouder manipulatie;119644002;schouder manipulatie
119654003;Hand reconstruction;Hand reconstructie;119654003;reconstructie van de hand
119665008;Hand manipulation;Hand manipulatie;119665008;manipulatie van de hand
119711004;Nose closure;neus sluiting;119711004;sluiten van de neus
119733002;Bronchus implantation;bronchus implantatie;119733002;implantatie van bronchus
119739003;Trachea reconstruction;trachea reconstructie;119739003;reconstructie van trachea
119750000;Pleura injection;pleura injectie;119750000;intrapleurale injectie
119752008;Pleura closure;pleura sluiting;119752008;sluiten van pleura
119757002;Pleura transplantation;pleura transplantatie;119757002;pleuratransplantatie
119776000;Aorta closure;aorta sluiting;119776000;sluiten van aorta
119777009;Aorta reconstruction;aorta reconstructie;119777009;reconstructie van aorta
119860000;Lip implantation;lip implantatie;119860000;lip implantatie
119864009;Mouth reconstruction;mond reconstructie;119864009;mond reconstructie
119881000;Stomach implantation;maag implantatie;119881000;stomache implan-duodenectomie
119882007;Stomach injection;maag injectie;119882007;maaginjectie
119883002;Stomach closure;maag sluiting;119883002;sluiten van de maag
119884008;Stomach reconstruction;maag reconstructie;119884008;reconstructie van de maag
119896001;Rectum implantation;rectum implantatie;119896001;rectale implantatie
119897005;Anus implantation;anus implantatie;119897005;anale implantatie
119898000;Rectum injection;rectum injectie;119898000;rectale injectie
119899008;Anus injection;anus injectie;119899008;anale injectie
119901004;Rectum closure;rectum sluiting;119901004;sluiten van het rectum
119903001;Rectum reconstruction;rectum reconstructie;119903001;rectum reconstructie
119906009;Anus transplantation;anus transplantatie;119906009;transplantatie anus
119912004;Liver implantation;lever implantatie;119912004;lever implantatie
119913009;Liver closure;lever sluiting;119913009;sluiten van de lever
119914003;Liver reconstruction;lever reconstructie;119914003;lever reconstructie
119919008;Gallbladder implantation;galblaas implantatie;119919008;gallbladdere implan-duodenectomie
119921003;Gallbladder injection;galblaas injectie;119921003;inspuiten van de galblaas
119923000;Gallbladder endoscopy;galblaas endoscopie;119923000;endoscopie van de galblaas
119924006;Gallbladder closure;galblaas sluiting;119924006;sluiten van de galblaas
119927004;Gallbladder reconstruction;galblaas reconstructie;119927004;gallbladdere recons-duodenectomie
119931005;Gallbladder transplantation;galblaas transplantatie;119931005;gallbladdere transp-duodenectomie
119933008;Gallbladder manipulation;galblaas manipulatie;119933008;gallbladdere manipu-duodenectomie
119944000;Thyroid gland implantation;Schildklier implantatie;119944000;implantatie van schildklier
119945004;Thyroid gland closure;Schildklier sluiting;119945004;sluiten van schildklier
119946003;Thyroid gland reconstruction;Schildklier reconstructie;119946003;reconstrutie van schildklier
119965006;Bone marrow incision;Beenmerg incisie;119965006;beenmerg exploratie
119967003;Thymus implantation;thymus implantatie;119967003;implantatie van thymus
119968008;Bone marrow implantation;Beenmerg implantatie;119968008;beenmerg implantatie
119970004;Thymus injection;thymus injectie;119970004;injectie van thymus
119974008;Thymus closure;thymus sluiting;119974008;sluiten van thymus
119991007;Bladder closure;blaas sluiting;119991007;sluiten van de blaas
119994004;Urethra closure;urethra sluiting;119994004;sluiten van de urethra
120004002;Epididymis injection;bijbal injectie;120004002;epididymis injectie
120008004;Testis reconstruction;testis reconstructie;120008004;testis reconstructie
120013000;Vas deferens excision;Vas deferens excisie;120013000;excisie vas deferens
120018009;Vas deferens injection;Vas deferens injectie;120018009;injectie vas deferens
120019001;Seminal vesicle injection;Zaadblaasjes injectie;120019001;injectie zaadblaas
120021006;Scrotum closure;scrotum sluiting;120021006;sluiten scrotum
120031004;Vulva implantation;vulva implantatie;120031004;implantatie van vulva
120033001;Vulva reconstruction;vulva reconstructie;120033001;reconstructie van vulva
120071009;Obstetrics reconstruction;verloskunde reconstructie;120071009;obstetrische reconstructie
120113002;Cornea injection;cornea injectie;120113002;intracorneale injectie
120122001;Lens reconstruction;lens reconstructie;120122001;lensreconstructie
120139004;Middle ear implantation;Middenoor implantatie;120139004;middenoorimplantatie
120142005;Inner ear implantation;Binnenoor implantatie;120142005;cochleaire implantatie
120144006;Inner ear reconstruction;Binnenoor reconstructie;120144006;binnenoorreconstructie
120162002;Mediastinum implantation;mediastinum implantatie;120162002;implantatie van mediastinum
120163007;Mediastinum injection;mediastinum injectie;120163007;injectie van mediastinum
120164001;Mediastinum closure;mediastinum sluiting;120164001;sluiten van mediastinum
120165000;Mediastinum reconstruction;mediastinum reconstructie;120165000;reconstructie van mediastinum
120167008;Diaphragm closure;diafragma sluiting;120167008;sluiten van het diafragma
120184002;Mesentery closure;mesenterium sluiting;120184002;sluiten van het mesenterium
120188004;Mesentery reconstruction;mesenterium reconstructie;120188004;reconstructie van het mesenterium
120201000;Perineum closure;perineum sluiting;120201000;sluiten van het perineum
120204008;Perineum reconstruction;perineum reconstructie;120204008;reconstrueren van het perineum
120210008;Perineum manipulation;perineum manipulatie;120210008;manipuleren van het perineum
120217006;Forearm incision;onderarm incisie;120217006;incisie van de onderarm
123679006;Arterial anastomosis;arteri ë le anastomose;123679006;arteriele anastosmose
125883007;Hemipatellectomy;Hemipatellectomy;125883007;hemipatellectomie
133874006;Selective fetal reduction;Selectieve foetale reductie;133874006;selectieve foeticide
171529006;Aspiration of cerebroventricular shunt;Aspiratie van cerebroventricular shunt;171529006;punctie van ventriculaire shunt
172011006;Transsternal thymectomy;Transsternal thymectomie;172011006;transsternale thymectomie
172120000;Open capsulotomy of breast;Open capsulotomie van de borst;172120000;open capsulotomie van borst
172667002;Plug myringoplasty;plug myringoplastiek;172667002;myringoplastie met plug
