SNOMED conceptID;SNOMED term;Google translate vertaalde term;Matecat vertaling;thot vertaalde term medisch woordenboek + SNOMED be
55761000;Echogynography;Echosonography;Echogynography;echogynography
56204000;Ophthalmodynamometry;Ophthalmodynamometry;oftalmodynamometrie;oftalmodynamometrie
57151004;Cheilostomatoplasty;Cheilostomatoplasty;Cheilostomatoplasty;cheilostomatoplasty
57214001;Effleurage;effleurage;effleurage;effleurage
57245002;Pylorostomy;Pylorostomy;pylorostomie;pylorostomie
57569002;Opticociliary neurectomy;Opticociliary neurectomie;Opticociliary neurectomie;opticociliary neurectomie
57900006;Costotransversectomy;Costotransversectomy;costotransversectomie;costotransversectomie
58378005;Phrenicotomy;Phrenicotomy;frenicotomie;frenicotomie
58380004;Pericardiostomy;Pericardiostomy;pericardiostomie;pericardiostomie
58809006;Osteoarthrotomy;Osteoarthrotomy;Osteoarthrotomy;osteoarthrotomy
59077004;Canthotomy;Canthotomy;canthotomie;canthotomie
60554003;Polysomnography;polysomnography;Polysomnografie;polysomnografie
60685002;Prostatocystotomy;Prostatocystotomy;Prostatocystotomy;prostatocystotomy
62013009;Ambulating patient;ambulating pati ë nt;ambulating pati ë nt;ambulating pati ë nt
63407004;Episioproctotomy;Episioproctotomy;Episioproctotomy;episioproctotomy
63523001;Peritomy;Peritomy;peritomie;peritomie
64738007;Cardiometry;Cardiometry;Cardiometry;cardiometry
65854006;Reexcision;Reexcision;Reexcision;reexcision
65954005;Hepaticocystoduodenostomy;Hepaticocystoduodenostomy;Hepaticocystoduodenostomy;hepaticocystoduodenostomy
66456009;Amnioscopy;Amnioscopy;amnioscopie;amnioscopie
66605009;Cardiopneumopexy;Cardiopneumopexy;cardiopneumopexie;cardiopneumopexie
68111003;Cardioschisis;Cardioschisis;Cardioschisis;cardioschisis
68911004;Duodenojejunostomy;Duodenojejunostomy;duodenojejunostomie;duodenojejunostomie
69162008;Cleidotomy;Cleidotomy;cleidotomie;cleidotomie
69207009;Complement fixation test;Complementbindingsreactie;Complementbindingstest;complementbindingstest
72757000;Hymenectomy;Hymenectomy;hymenectomie;hymenectomie
72845001;Histocompatibility crossmatch;histocompatibiliteit crossmatch;histocompatibiliteit crossmatch;histocompatibiliteit crossmatch
73293008;Myotenoplasty;Myotenoplasty;Myotenoplasty;myotenoplasty
73759005;Duodenectomy;Duodenectomy;duodenectomie;duodenectomie
73920007;Spurling maneuver;Spurling manoeuvre;Spurling manoeuvre;spurling manoeuvre
74579006;Goniospasis;Goniospasis;Goniospasis;goniospasis
75149001;Orbitotomy;Orbitotomy;orbitotomie;orbitotomie
75513009;Recement bridge;recement brug;recement brug;recement brug
77697000;Cryothalamectomy;Cryothalamectomy;Cryothalamectomy;cryothalamectomy
78002002;Contrast dacryocystogram;contrast dacryocystogram;contrast dacryocystogram;contrast dacryocystogram
78800009;Colpohysterotomy;Colpohysterectomy;colpohysterotomie;colpohysterotomie
79572004;Choledocholithotripsy;Choledocholithotripsy;Choledocholithotripsy;choledocholithotripsy
80319003;Cholecystojejunostomy;Cholecystojejunostomy;cholecystojejunostomie;cholecystojejunostomie
80332008;Phleborheography;Phleborheography;Phleborheography;phleborheography
81906003;Electrocorticogram;Electrocorticogram;elektrocorticogram;elektrocorticogram
82463000;Vidianectomy;Vidianectomy;Vidianectomy;vidianectomy
83152002;Oophorectomy;ovari ë ctomie;O ö forectomie;o ö forectomie
83877004;Phlebogoniostomy;Phlebogoniostomy;Phlebogoniostomy;phlebogoniostomy
84962002;Rhinocheiloplasty;Rhinocheiloplasty;Rhinocheiloplasty;rhinocheiloplasty
85732008;Radiculectomy;Radiculectomy;Radiculectomy;radiculectomy
85757003;Trephination;Trephination;trepanatie;trepanatie
86112008;Bronchoplasty;Bronchoplasty;bronchoplastiek;bronchoplastiek
86974000;Ischiopubiotomy;Ischiopubiotomy;ischiopubiotomie;ischiopubiotomie
87258008;Ureteropexy;Ureteropexy;Ureteropexy;ureteropexy
87338009;Tracheography;Tracheography;Tracheography;tracheography
87389009;Epiplorrhaphy;Epiplorrhaphy;Epiplorrhaphy;epiplorrhaphy
87635003;Enteroentectropy;Enteroentectropy;Enteroentectropy;enteroentectropy
87879002;Cholangiocholangiostomy;Cholangiocholangiostomy;Cholangiocholangiostomy;cholangiocholangiostomy
88632002;Splenopexy;Splenopexy;splenopexie;splenopexie
88748005;Cholelithotomy;Cholelithotomy;cholelithotomie;cholelithotomie
88786001;Operculectomy;operculectomy;operculectomy;operculectomy
89522007;Colocolostomy;Colocolostomy;colocolostomie;colocolostomie
90278001;Secluding patient;secluding pati ë nt;secluding pati ë nt;secluding pati ë nt
90287005;Thalamectomy;Thalamectomy;Thalamectomy;thalamectomy
90783008;Cryoextraction;Cryoextraction;cryo - extractie;cryo - extractie
91172002;Hypnodrama;Hypnodrama;Hypnodrama;hypnodrama
91402007;Salabrasion;Salabrasion;Salabrasion;salabrasion
91644008;Neurectasis;Neurectasis;Neurectasis;neurectasis
103730004;Cryocardioplegia;Cryocardioplegia;Cryocardioplegia;cryocardioplegia
105380005;Cryoanalgesia;Cryoanalgesia;Cryoanalgesia;cryoanalgesia
112694000;Saucerization;Saucerization;Saucerization;saucerization
112840007;Dermodesis;Dermodesis;Dermodesis;dermodesis
112884007;Cholecystoduodenostomy;Cholecystoduodenostomy;cholecystoduodenostomie;cholecystoduodenostomie
113025000;Somnocinematography;Somnocinematography;Somnocinematography;somnocinematography
122479006;Chondrectomy;Chondrectomy;chondrectomie;chondrectomie
129098000;Ellestad protocol;Ellestad protocol;Ellestad protocol;ellestad protocol
164841007;Monochromator phototest;monochromator fototest;monochromator fototest;monochromator fototest
165098006;Skeletomuscular function test;Skeletomuscular functietest;Skeletomuscular functietest;skeletomuscular functietest
165099003;Skeletomuscular dynometry;Skeletomuscular rollenbank;Skeletomuscular dynometry;skeletomuscular dynometry
165752002;Kidd blood group;Kidd bloedgroep;Kidd bloedgroep;kidd bloedgroep
165753007;Kell blood group;Kell bloedgroep;Kell bloedgroep;kell bloedgroep
168920007;Pneumoarthrography;Pneumoarthrography;Pneumoarthrography;pneumoarthrography
169115000;Photofluorography of lungs;Photofluorography longen;Photofluorography longen;photofluorography longen
171944000;Transethmoidal hypophysectomy;Transethmoidal hypofysectomie;Transethmoidal hypofysectomie;transethmoidal hypofysectomie
172109000;Microdochotomy;Microdochotomy;Microdochotomy;microdochotomy
172797001;Septovomerine osteotomy;Septovomerine osteotomie;Septovomerine osteotomie;septovomerine osteotomie
173067007;Cricothyroidotomy;Cricothyroidotomy;Cricothyroidotomy;cricothyroidotomy
173366007;Glossotomy;Glossotomy;glossotomie;glossotomie
173422009;Tonsillectomy;tonsilectomie;Tonsillectomie;tonsillectomie
173788005;Pyloromyotomy;Pyloromyotomy;pyloromyotomie;pyloromyotomie
176135001;Perineal urethrostomy;perineale urethrostomy;perineale urethrostomie;perineale urethrostomie
176687003;Vaginoplasty;Vaginoplasty;Vaginoplastiek;vaginoplastiek
177251005;Abdominolipectomy;Abdominolipectomy;Abdominolipectomy;abdominolipectomy
178835005;Myeloscopy;Myeloscopy;Myeloscopy;myeloscopy
178986004;Chondrodiastasis;Chondrodiastasis;Chondrodiastasis;chondrodiastasis
178992005;Hemichondrodiatasis;Hemichondrodiatasis;Hemichondrodiatasis;hemichondrodiatasis
195767005;Cholangiostomy;Cholangiostomy;cholangiostomie;cholangiostomie
196470000;Epley maneuver;Epley manoeuvre;Epley manoeuvre;epley manoeuvre
196505006;Hepaticostomy;Hepaticostomy;hepaticostomie;hepaticostomie
199001009;Hepaticotomy;Hepaticotomy;hepaticotomie;hepaticotomie
219133008;Arthrostomy;Arthrostomy;artrotomie;artrotomie
225064000;Heparinizing cannula;Heparinizing canule;Heparinizing canule;heparinizing canule
228547007;Reality orientation;Reality ori ë ntatie;Reality ori ë ntatie;reality ori ë ntatie
229490001;Petrissage;petrissage;petrissage;petrissage
231092008;Acabani;Acabani;Acabani;acabani
231096006;Ryodoraku;Ryodoraku;Ryodoraku;ryodoraku
231097002;Cupping;cupping;cupping;cupping
231562008;Bicoronal browlift;bicoronal wenkbrauwlift;bicoronal wenkbrauwlift;bicoronal wenkbrauwlift
232547009;Laryngotracheoplasty;Laryngotracheoplasty;Laryngotracheoplasty;laryngotracheoplasty
233545006;Hysteroscopy;hysteroscopy;Hysteroscopie;hysteroscopie
233563006;Hypertransfusion;Hypertransfusion;Hypertransfusion;hypertransfusion
233594006;Lipopheresis;Lipopheresis;Lipopheresis;lipopheresis
234704007;Pulpotomy - devitalizing;Pulpotomy - devitalizing;Pulpotomy - devitalizing;pulpotomy - devitalizing
235183004;Esophagomyotomy;Esophagomyotomy;oesofagomyotomie;oesofagomyotomie
236943001;Microcolpohysteroscopy;Microcolpohysteroscopy;Microcolpohysteroscopy;microcolpohysteroscopy
236956008;Amnioinfusion;Amnioinfusion;Amnioinfusion;amnioinfusion
237478002;Sublabial hypophysectomy;Sublabial hypofysectomie;Sublabial hypofysectomie;sublabial hypofysectomie
237485003;Chiasmopexy;Chiasmopexy;Chiasmopexy;chiasmopexy
241041003;Morphanalysis;Morphanalysis;Morphanalysis;morphanalysis
241057003;Mammogram coned;mammogram coned;mammogram coned;mammogram coned
241120006;Kymography;Kymography;kymografie;kymografie
241134006;Choanogram;Choanogram;Choanogram;choanogram
241150003;Videoswallow;Videoswallow;Videoswallow;videoswallow
241151004;Cineswallow;Cineswallow;Cineswallow;cineswallow
241169008;Proctogram;Proctogram;Proctogram;proctogram
241170009;Defecating proctogram;defecating proctogram;defecating proctogram;defecating proctogram
241172001;Pouchogram;Pouchogram;Pouchogram;pouchogram
241173006;Herniogram;Herniogram;Herniogram;herniogram
241186002;Gynecogram;Gynecogram;Gynecogram;gynecogram
241195005;Epidurogram;Epidurogram;Epidurogram;epidurogram
241210005;Pneumocystogram;Pneumocystogram;Pneumocystogram;pneumocystogram
241211009;Tenogram;Tenogram;Tenogram;tenogram
252256009;Lundh meal;Lundh maaltijd;Lundh maaltijd;lundh maaltijd
252376000;Paraprotein profile;paraprote ï ne profiel;paraprote ï ne profiel;paraprote ï ne profiel
252453004;Pneumoplethysmography;Pneumoplethysmography;Pneumoplethysmography;pneumoplethysmography
252464001;Capillaroscopy;Capillaroscopy;capillaroscopie;capillaroscopie
252568001;Overnight pulse oximetry;Overnight pulsoximetrie;Overnight pulsoximetrie;overnight pulsoximetrie
252610006;Sonotubometry;Sonotubometry;Sonotubometry;sonotubometry
252692004;Spondylometry;Spondylometry;Spondylometry;spondylometry
252760006;Quantitative myometry;kwantitatieve myometry;kwantitatieve myometry;kwantitatieve myometry
252810008;Freidmann screener plot;Freidmann screener plot;Freidmann screener plot;freidmann screener plot
252811007;Henson screener plot;Henson screener plot;Henson screener plot;henson screener plot
252853008;Stereotests;Stereotests;Stereotests;stereotests
252858004;Stereotests - Steinfeld;Stereotests - Steinfeld;Stereotests - Steinfeld;stereotests - steinfeld
252934004;Percoll gradient centrifugation;Percoll gradi ë nt centrifugatie;Percoll gradi ë nt centrifugatie;percoll gradi ë nt centrifugatie
252972009;Videophotorefraction;Videophotorefraction;Videophotorefraction;videophotorefraction
252976007;Sonsken charts;Sonsken charts;Sonsken charts;sonsken charts
260645006;Minilaparotomy;Minilaparotomy;Minilaparotomy;minilaparotomy
260648008;Hemilaminectomy;Hemilaminectomy;hemilaminectomie;hemilaminectomie
262248009;Neurotripsy;Neurotripsy;neurotripsie;neurotripsie
265192008;Orchidoplasty;Orchidoplasty;Orchidoplasty;orchidoplasty
265292003;Goniotomy;Goniotomy;goniotomie;goniotomie
268433007;Contrast neurodiography;contrast neurodiography;contrast neurodiography;contrast neurodiography
272258009;Escharectomy;Escharectomy;Escharectomy;escharectomy
275218004;Pyeloscopy;Pyeloscopy;pyeloscopie;pyeloscopie
286079005;Choledochostomy;Choledochostomy;choledochostomie;choledochostomie
287607000;Pneumohysterosalpingography;Pneumohysterosalpingography;Pneumohysterosalpingography;pneumohysterosalpingography
302683009;Narcoanalysis;Narcoanalysis;Narcoanalysis;narcoanalysis
347747004;Corneoconjunctivoplasty;Corneoconjunctivoplasty;Corneoconjunctivoplasty;corneoconjunctivoplasty
359607004;Ileopexy;Ileopexy;Ileopexy;ileopexy
359779009;Antistreptococcal hyaluronidase titer;Antistreptococcal hyaluronidase titer;Antistreptococcal hyaluronidase titer;antistreptococcal hyaluronidase titer
359951006;Cycloelectrolysis;Cycloelectrolysis;Cycloelectrolysis;cycloelectrolysis
361155003;Uteropexy;Uteropexy;hysteropexie;hysteropexie
367446003;Achillotomy;Achillotomy;achillotomie;achillotomie
384734000;Radiobioassay;Radiobioassay;Radiobioassay;radiobioassay
385982006;Bronchial hygiene;bronchiale hygi ë ne;bronchiale hygi ë ne;bronchiale hygi ë ne
386625001;Nonobstetric trachelotomy;Nonobstetric trachelotomy;Nonobstetric trachelotomy;nonobstetric trachelotomy
387641007;Thoracectomy;Thoracectomy;Thoracectomy;thoracectomy
387669004;Bevan orchidopexy;Bevan orchidopexie;Bevan orchidopexie;bevan orchidopexie
387671004;Ombredanne orchidopexy;Ombredanne orchidopexie;Ombredanne orchidopexie;ombredanne orchidopexie
391330005;Faecal clinitest;fecale Clinitest;fecale Clinitest;fecale clinitest
395724000;Choledocholithotomy;Choledocholithotomy;choledocholithotomie;choledocholithotomie
404637003;Gonioplasty;Gonioplasty;gonioplastiek;gonioplastiek
405255005;Euthanasia;euthanasia;Euthanasie;euthanasie
405932002;Compartmentectomy;Compartmentectomy;Compartmentectomy;compartmentectomy
408381007;Migraine prophylaxis;migraineprofylaxe;Migraine profylaxe;migraine profylaxe
408693007;Vitropression;Vitropression;vitropressie;vitropressie
408762001;Photoscreening;Photoscreening;Photoscreening;photoscreening
412899009;Serum protein profile;Serum eiwitprofiel;Serum eiwit profiel;serum eiwit profiel
413651001;Bioptics;Bioptics;Bioptics;bioptics
416122009;Klapping;Klapping;Klapping;klapping
416947005;Glycoasparaginase mearurement;Glycoasparaginase mearurement;Glycoasparaginase mearurement;glycoasparaginase mearurement
419759001;Overrefraction;overrefractie;Overrefraction;overrefraction
426036002;Fertiloscopy;Fertiloscopy;Fertiloscopy;fertiloscopy
429313002;Uvulopalatoplasty;Uvulopalatoplasty;Uvulopalatoplasty;uvulopalatoplasty
431241006;Fluoroscopic genitography;fluoroscopische genitography;fluoroscopische genitography;fluoroscopische genitography
438828007;Trichogram;trichogram;Trichogram;trichogram
446078004;Dermoscopic photography;Dermoscopic fotografie;Dermoscopic fotografie;dermoscopic fotografie
447969000;Hamstring release procedure;Hamstring vrijgaveprocedure;Hamstring release procedure;hamstring release procedure
449148006;Sacrohysteropexy;Sacrohysteropexy;Sacrohysteropexy;sacrohysteropexy
450918007;Nasopharyngolaryngoscopy;Nasopharyngolaryngoscopy;Nasopharyngolaryngoscopy;nasopharyngolaryngoscopy
702603003;Laparoscopic hysterosacropexy;laparoscopische hysterosacropexy;laparoscopische hysterosacropexy;laparoscopische hysterosacropexy
707805003;Dermofasciectomy;Dermofasciectomy;Dermofasciectomy;dermofasciectomy
707835005;Hemicraniotomy;Hemicraniotomy;Hemicraniotomy;hemicraniotomy
14130001000004103;Aquapheresis;Aquapheresis;Aquapheresis;aquapheresis
